Title,Location,Price,Rooms,Bathrooms,Size
ارض للبيع في العامرات للبيع,"Al Amarat, Muscat•","OMR 4,200",600 SQM,N/A,N/A
ارض العامرات الحاجر للبيع,"Al Amarat, Muscat•","OMR 16,000",600 SQM,N/A,N/A
للبيع ارض في العامرات النهضه,"Al Amarat, Muscat•","OMR 7,300",600 SQM,N/A,N/A
ارض للبيع ف العامرات الحاجر,"Al Amarat, Muscat•","OMR 16,000",600 SQM,N/A,N/A
ارض سكنية الخوض السادسة,"Al Khoud, Muscat•","OMR 155,000","1,000 SQM",N/A,N/A
ارض تجارية في صناعبة الروضه,"Mahdhah, Al Buraimi•","OMR 50,000",598 SQM,N/A,N/A
ارض في العامرات مربع الجفينة كورنر,"Al Amarat, Muscat•","OMR 17,500",420 SQM,N/A,N/A
ارض في الجاز- الكحل,"Al Jazur, Al Wusta•","OMR 3,000",921 SQM,N/A,N/A
ارض في الرستاق- الحزم,"Al Rustaq, Al Batinah•","OMR 19,000",900 SQM,N/A,N/A
ارض في السويق-البارده,"Suwaiq, Al Batinah•","OMR 2,500",602 SQM,N/A,N/A
ارض في المضيبي- التلول,"Al Mudaibi, Al Sharqiya•","OMR 4,000",600 SQM,N/A,N/A
ارض في بدية- الغبي,"Bidiya, Al Sharqiya•","OMR 3,500",647 SQM,N/A,N/A
للبيع ارض سكنية في صلالة / السعادة,"Salalah, Dhofar•","OMR 30,000",600 SQM,N/A,N/A
للبيع ارض سكني تجاري في ولاية صحم / قصبية آل بريك,"Saham, Al Batinah•","OMR 95,000","1,437 SQM",N/A,N/A
للبيع ارض سكنية كورنر في العامرات / مرتفعات 8/1,"Al Amarat, Muscat•","OMR 52,000",663 SQM,N/A,N/A
سوبر كورنر على 3 شوارع  أول خط من الشارع الرئيسي  فرصه لن تتكرر به,"Saham, Al Batinah•","OMR 95,000","1,437 SQM",N/A,N/A
وسط جميع الخدمات / 3 دقائق عن العقبة  كورنر على شارعين,"Al Amarat, Muscat•","OMR 52,000",663 SQM,N/A,N/A
للبيع ارض سكنيه في بركاء,"Barka, Al Batinah•","OMR 10,500",630 SQM,N/A,N/A
للبيع ارض سكنية في ولاية بركاء,"Barka, Al Batinah•","OMR 18,500",600 SQM,N/A,N/A
Wadi Kabir commercial Land for Sale Excellent Location,"Madinat As Sultan Qaboos, Muscat•","OMR 4,000,000Negotiable","19,111 SQM",N/A,N/A
فلة للبيع,"Al Amarat, Muscat•","OMR 69,000Non Freehold",4,5,300 SQM
للبيع ارض المصنعة زاوية النهضة,"Al Masn'a, Al Batinah•","OMR 2,900",611 SQM,N/A,N/A
ارض للبيع في المصنعة النهضه,"Al Masn'a, Al Batinah•","OMR 2,900",611 SQM,N/A,N/A
للبيع ارض في العامرات,"Al Amarat, Muscat•","OMR 13,000",600 SQM,N/A,N/A
3 اراضي شبك للبيع في مرتفعات بوشر المنى على اول خط - فرصة,"Bosher, Muscat•","OMR 340,000","1,500 SQM",N/A,N/A
ارض سكني تجاري للبيع في المعبيلة 5/2 كورنر على شارعين . فرصة,"Al Maabilah, Muscat•","OMR 115,000",400 SQM,N/A,N/A
للبيع ارض زراعية في السنينية,"Al Sinainah, Al Buraimi•","OMR 10,000","3,883 SQM",N/A,N/A
ارض سكني تجاري العقدة الشمالية البريمي,"Al Buraimi, Al Buraimi•","OMR 6,300",521 SQM,N/A,N/A
ارض شبك للبيع في العقدة البريمي,"Al Buraimi, Al Buraimi•","OMR 9,000","1,284 SQM",N/A,N/A
ارض تجاري الخضراء الجديده البريمي,"Al Buraimi, Al Buraimi•","OMR 6,300",120 SQM,N/A,N/A
ارض سكني في البريمي,"Al Buraimi, Al Buraimi•","OMR 6,200",723 SQM,N/A,N/A
ارض سكني في العقدة مربع الذهبي في البريمي,"Al Buraimi, Al Buraimi•","OMR 5,000",601 SQM,N/A,N/A
ارض سكني في العقدة البريمي,"Al Buraimi, Al Buraimi•","OMR 5,500",600 SQM,N/A,N/A
ارض سكني للبيع في البريمي,"Al Buraimi, Al Buraimi•","OMR 5,500",601 SQM,N/A,N/A
للبيع ارض سكنية في صور,"Sur, Al Sharqiya•","OMR 8,000",663 SQM,N/A,N/A
أرض زراعية للاستثمار أو البيع,"Izki, Al Dakhiliya•","OMR 1,000","19,730 SQM",N/A,N/A
فيلا كبيره جديده للبيع بركاء الهرم قريب الشارع العام,"Barka, Al Batinah•","OMR 66,000Non Freehold",5,6,370 SQM
فرصة مميزة للبيع محلات تجارية في الخوض السادسة,"Al Khoud, Muscat•","OMR 31,500Non Freehold",147 SQM,N/A,N/A
الشققة عبارة عن: غرفة نوم. صالة معيشة. مطبخ. دورتين مياه. بلكونة.,"Al Khoud, Muscat•","OMR 59,792Non Freehold",1,2,57.5 SQM
الشقة عبارة عن: غرفة نوم. صالة معيشة. مطبخ. دورتين مياه. بلكونة(٢).,"Bosher, Muscat•","OMR 30,000Non Freehold",1,2,57 SQM
سكني بركاء السقسوق,"Barka, Al Batinah•","OMR 21,500",600 SQM,N/A,N/A
انتبه سكني تجاري على الشارع العام الخط الاول  بركاء قرب جسر بركاء,"Barka, Al Batinah•","OMR 80,000",750 SQM,N/A,N/A
مدينه النهضه الامتداد الأولى,"Al Amarat, Muscat•","OMR 7,900",600 SQM,N/A,N/A
مدينه النهضه الامتداد الأولى,"Al Amarat, Muscat•","OMR 7,900",600 SQM,N/A,N/A
مدينه النهضه الامتداد الأولى,"Al Amarat, Muscat•","OMR 7,900",600 SQM,N/A,N/A
مدينه النهضه الامتداد الأولى,"Al Amarat, Muscat•","OMR 7,900",600 SQM,N/A,N/A
مدينه النهضه مربع 11/1,"Al Amarat, Muscat•","OMR 12,200",330 SQM,N/A,N/A
فله للبيع في حي العزة بركاء,"Barka, Al Batinah•","OMR 44,000Non Freehold",3,5,300 SQM
مدينه النهضه مربع 11/1,"Al Amarat, Muscat•","OMR 12,200",330 SQM,N/A,N/A
العامرات الحاجر الثانية,"Al Amarat, Muscat•","OMR 8,200",633 SQM,N/A,N/A
العامرات الحاجر الأولى سوبر كورنر,"Al Amarat, Muscat•","OMR 6,900",600 SQM,N/A,N/A
العامرات الحاجر الأولى سوبر كورنر,"Al Amarat, Muscat•","OMR 6,500",600 SQM,N/A,N/A
العامرات الحاجر الأولى,"Al Amarat, Muscat•","OMR 12,400",600 SQM,N/A,N/A
مدينه النهضه الامتداد الأول,"Al Amarat, Muscat•","OMR 14,800",600 SQM,N/A,N/A
مدينه النهضه الامتداد الأول,"Al Amarat, Muscat•","OMR 14,800",600 SQM,N/A,N/A
مدينه النهضه الامتداد الأولى,"Al Amarat, Muscat•","OMR 14,800",600 SQM,N/A,N/A
العامرات الحشيه الثانيه,"Al Amarat, Muscat•","OMR 5,800",600 SQM,N/A,N/A
العامرات الحاجر الأولى,"Al Amarat, Muscat•","OMR 11,400",600 SQM,N/A,N/A
العامرات الحشيه الثانيه,"Al Amarat, Muscat•","OMR 6,700",600 SQM,N/A,N/A
أرضين شبك في الجرداء,"Al Mudaibi, Al Sharqiya•","OMR 12,000",600 SQM,N/A,N/A
للبيع ارض سكنية ولاية بركاء,"Barka, Al Batinah•","OMR 18,500",613 SQM,N/A,N/A
للبيع ارض سكنية في مسقط السيفة,"Al Sifah, Muscat•","OMR 110,000","1,614 SQM",N/A,N/A
ارض للبيع في سيح الاحمر,"Bidbid, Al Dakhiliya•","OMR 24,000",436 SQM,N/A,N/A
مسقط السيفة,"Al Sifah, Muscat•","OMR 45,000Freehold",1,1,52 SQM
للبيع ارض سكني في بركاء,"Barka, Al Batinah•","OMR 14,000",600 SQM,N/A,N/A
استراحه للبيع في ولايه المصنعه,"Al Masn'a, Al Batinah•","OMR 35,000Non Freehold",2,2,"1,200 SQM"
للبيع ارض سكني في العامرات,"Al Amarat, Muscat•","OMR 8,700",600 SQM,N/A,N/A
للبيع محل حلاقه رجالي في صحار الوقيبة,"Sohar, Al Batinah•","OMR 3,500Non Freehold",70 SQM,N/A,N/A
للبيع بناية سكنية استخدام تجاري,"Al Maabilah, Muscat•","OMR 170,000Non Freehold",550 SQM,N/A,N/A
منزل للبيع باقي التفاصيل التواصل واتساب,"Izki, Al Dakhiliya•","OMR 67,000Non Freehold",6,6,600 SQM
شارع البركات فرصة محلين مساحة 365 مترمربع مع مخزن وغرف عمال,"Al Hail, Muscat•","OMR 8,000Non Freehold",365 SQM,N/A,N/A
منزل للبيع شبه جديد خلف المحكمة المبلغ قابل للتفاوض للجاد,"Ibra, Al Sharqiya•","OMR 29,000Non Freehold",3,4,185 SQM
ارض للبيع في بوشر المسفاة الثالثة,"Bosher, Muscat•","OMR 44,000",600 SQM,N/A,N/A
للبيع ارضين في المسفاة الثالثه,"Misfah, Muscat•","OMR 24,000",300 SQM,N/A,N/A
للبيع فيلا طابقين وملحق بالموالح الرابعة,"Al Mawaleh, Muscat•","OMR 93,000Non Freehold",4,5,542 SQM
سكني طاقة (( مربع ن ))),"Taqah, Dhofar•","OMR 12,500",550 SQM,N/A,N/A
أرض سكنيه بموقع مطلوب ومميز قريب الشارع بسعر منافس مرباط مربع ب,"Mirbat, Dhofar•","OMR 7,000",600 SQM,N/A,N/A
الشقة عبارة عن: غرفة نوم. مطبخ. دورة مياه (٢). صالة.,"Al Maabilah, Muscat•","OMR 37,000Non Freehold",1,1,76 SQM
مخطط الرميس الساحلي,"Barka, Al Batinah•","OMR 19,500",600 SQM,N/A,N/A
للبيع ارض زراعية في السعرات البريمي,"Al Buraimi, Al Buraimi•","OMR 23,000","2,200 SQM",N/A,N/A
ارض تجارية مبناي,"Al Buraimi, Al Buraimi•","OMR 16,000Non Freehold",181 SQM,N/A,N/A
ارض صناعيه في البريمي,"Al Buraimi, Al Buraimi•","OMR 70,000","2,410 SQM",N/A,N/A
ارض سكنية في العامرات بمساحة 900 متر مربع من المالك,"Al Amarat, Muscat•","OMR 30,000",900 SQM,N/A,N/A
محل حلاقة للبيع,"Sohar, Al Batinah•","OMR 2,000Non Freehold",10 SQM,N/A,N/A
ارض سكنية كورنر للبيع,"Al Amarat, Muscat•","OMR 15,000",632 SQM,N/A,N/A
للبيع ارض في العامرات مدينة النهضه,"Al Amarat, Muscat•","OMR 7,300",600 SQM,N/A,N/A
للبيع مخطط حي المزن السكني,"Al Maabilah, Muscat•","OMR 54,000",600 SQM,N/A,N/A
ارض للبيع طاقه مربع س موقع جميل جدا مستوي خلف المركز,"Taqah, Dhofar•","OMR 7,550","1,203 SQM",N/A,N/A
ورشة/ جراج تصليح وسمكرة ودهان للبيع,"Al Maabilah, Muscat•","OMR 12,000Non Freehold",1,1,400 SQM
راس الجنز 2 الامتداد يمين وانت رايح الاشخرة,"Sur, Al Sharqiya•","OMR 2,400",663 SQM,N/A,N/A
للبيع ارض في راس الجنز,"Sur, Al Sharqiya•","OMR 2,350",800 SQM,N/A,N/A
راس الجنز قريب المحميه وخورجراما والمحطة,"Sur, Al Sharqiya•","OMR 2,100",700 SQM,N/A,N/A
صحنلوت مربع ب,"Taqah, Dhofar•","OMR 22,000",600 SQM,N/A,N/A
للبيع ارض سكنيه في الحاجر العامرات,"Al Amarat, Muscat•","OMR 11,700",600 SQM,N/A,N/A
للبيع ارض سكنيه فيي العامرات 1/8,"Al Amarat, Muscat•","OMR 33,000",600 SQM,N/A,N/A
للبيع ارض في العامرات جحلوت,"Al Amarat, Muscat•","OMR 5,200",600 SQM,N/A,N/A
للبيع في العامرات جحلوت,"Al Amarat, Muscat•","OMR 7,000",600 SQM,N/A,N/A
للبيع ارض في العامرات الجفينة,"Al Amarat, Muscat•","OMR 23,000",600 SQM,N/A,N/A
للبيع ارض في العامرات سمكت,"Al Amarat, Muscat•","OMR 4,500",720 SQM,N/A,N/A
Almouj Muscat,"The Wave (Almouj), Muscat•","OMR 100,000Freehold",1,1,105 SQM
ارض للبيع في ولاية شناص,"Shinas, Al Batinah•","OMR 2,500",601 SQM,N/A,N/A
قطع سكنية شبك بلوك كاااامل مفتوح من كل الاتجاهات  في ولاية شناص,"Shinas, Al Batinah•","OMR 12,900","3,000 SQM",N/A,N/A
ارض سكنية في ولاية شناص,"Shinas, Al Batinah•","OMR 4,800",600 SQM,N/A,N/A
ارض سكنية في ولاية لوى,"Liwa, Al Batinah•","OMR 2,800",600 SQM,N/A,N/A
شقة انيقة و جميلة للبيع في العذيبة,"Azaiba, Muscat•","OMR 43,000Non Freehold",2,2,86 SQM
فيـلا للبيع الموقع : ف المعبيله الجنوبية بالقرب من الصناعيه,"Al Maabilah, Muscat•","OMR 87,500Non Freehold",3,4,382 SQM
فيلا كبيره جديده للبيع بركاء الهرم قريب الشارع العام,"Barka, Al Batinah•","OMR 66,000Non Freehold",5,6,370 SQM
↩ منزل للبيع عبارة عن أستراحة ↪,"Sumail, Al Dakhiliya•","OMR 42,000Non Freehold",2,3,600 SQM
للبيع استراحه راقيه في وادي المعاول,"Wadi Al Ma'awal, Al Batinah•","OMR 125,000Non Freehold",2,7,"2,835 SQM"
تخفيض المالك مستعجل للببع  منزل للبيع في حي النهضة بعبري,"Ibri, Al Dhahirah•","OMR 47,000Non Freehold",4,6,690 SQM
للبيع ارض سكني تجاري في نخل,"Nakhl, Al Batinah•","OMR 22,000",400 SQM,N/A,N/A
للبيع أرض صناعية  ولاية عبري,"Ibri, Al Dhahirah•","OMR 33,000","1,000 SQM",N/A,N/A
للبيع ارض سكنيه في الفليج,"Barka, Al Batinah•","OMR 9,900",600 SQM,N/A,N/A
ارض للبيع في عبري,"Ibri, Al Dhahirah•","OMR 4,900",615 SQM,N/A,N/A
للبيع شقة استوديو في الخوض,"Al Khoud, Muscat•","OMR 31,000Non Freehold",1,1,64 SQM
ارض للبيع في الفليج (بركاء),"Barka, Al Batinah•","OMR 19,800",675 SQM,N/A,N/A
ارض للبيع في السويق,"Suwaiq, Al Batinah•","OMR 5,000",646 SQM,N/A,N/A
للبيع ارض في الحاجر المرحلة الأولى,"Al Amarat, Muscat•","OMR 11,700",600 SQM,N/A,N/A
ارض سكنيه في العامرات الجفينه,"Al Amarat, Muscat•","OMR 23,000",600 SQM,N/A,N/A
للبيع ارض سكنيه في مرتفعات العامرات,"Al Amarat, Muscat•","OMR 33,000",600 SQM,N/A,N/A
للبيع ارض سكنيه في العامرات,"Al Amarat, Muscat•","OMR 35,000",589 SQM,N/A,N/A
ارض في بوشر للبيع الأنصب الثانيه,"Ansab, Muscat•","OMR 125,000",600 SQM,N/A,N/A
ارض تجاريه للبيع في الحافة صلاله,"Salalah, Dhofar•","OMR 75,000",856 SQM,N/A,N/A
مسقط يتي,"Yiti, Muscat•","OMR 15,000",400 SQM,N/A,N/A
1BHK APARTMENT IN ALSIFAH مشروع جبل السيفه يقع على الساحل الشمالي,"Al Sifah, Muscat•","OMR 7,500Freehold",1,2,58 SQM
زراعي +وحده سكنيه السوادي ولايه بركاء مساحه 2000 متر,"Barka, Al Batinah•","OMR 46,000","2,000 SQM",N/A,N/A
أرض لليبع في القريحة,"Barka, Al Batinah•","OMR 14,200",600 SQM,N/A,N/A
ارض للبيع في الفليج,"Barka, Al Batinah•","OMR 15,300",737 SQM,N/A,N/A
منزل جديد للبيع الموقع: الرايبه - خلف مسجد الصحابي الجليل صهيب بن سنان,"Ibri, Al Dhahirah•","OMR 39,000Non Freehold",3,3,630 SQM
للبيع ‏أرض زراعية * *ولاية عبري (سويدا الماء ),"Ibri, Al Dhahirah•","OMR 85,000","47,579 SQM",N/A,N/A
(( للبيع مبنى سكني تجاري )),"Mutrah, Muscat•","OMR 390,000Non Freehold",598 SQM,N/A,N/A
ارض سكنيه للبيع في الحويل صحم,"Saham, Al Batinah•","OMR 12,800",400 SQM,N/A,N/A
ارض للبيع في المرفع صحم,"Saham, Al Batinah•","OMR 1,600",600 SQM,N/A,N/A
للبيع ارض في الروضه صحم,"Saham, Al Batinah•","OMR 3,200",618 SQM,N/A,N/A
ارض للبيع في بطحاء الاشخر في صحم,"Saham, Al Batinah•","OMR 7,500",630 SQM,N/A,N/A
للبيع ارض في الفليج,"Saham, Al Batinah•","OMR 7,500",750 SQM,N/A,N/A
للبيع ثلاث أراضي شبك في الدهس بركاء,"Barka, Al Batinah•","OMR 27,000",600 SQM,N/A,N/A
للبيع ارض سكنيه في بركاء,"Barka, Al Batinah•","OMR 20,000",645 SQM,N/A,N/A
للبيع ارض سكنيه في بركاء,"Barka, Al Batinah•","OMR 16,500",700 SQM,N/A,N/A
للبيع أرض سكنيه  ولاية عبري  مخطط القرين,"Ibri, Al Dhahirah•","OMR 8,500",750 SQM,N/A,N/A
*للبيع أرض سكنيه *ولاية عبري,"Ibri, Al Dhahirah•","OMR 6,800",750 SQM,N/A,N/A
للبيع – أرض صناعية مميزة,"Ibri, Al Dhahirah•","OMR 20,000",894 SQM,N/A,N/A
لبيع أرض صناعية  في مخطط صناعية عبري,"Ibri, Al Dhahirah•","OMR 38,000","1,519 SQM",N/A,N/A
مزرعه واستراحهً للبيع او البدل,"Al Buraimi, Al Buraimi•","OMR 150,000Non Freehold",3,4,"4,000 SQM"
3BR Apt / Marina View – Marsa 1 | شقة ٣ غرف في مرسى ١ الموج,"The Wave (Almouj), Muscat•","OMR 299,000Freehold",3,4,237 SQM
منزل للبيع طابق واحد مهيا لنظام الطابقين في بركاء النعمان,"Barka, Al Batinah•","OMR 49,500Non Freehold",3,5,600 SQM
للبيع فيلا  راقيه بمواصفات وجودة عاليه في بركاء الحفري الساحل,"Barka, Al Batinah•","OMR 53,000Non Freehold",5,5,708 SQM
ارض للبيع في بركاء الفاغرة,"Barka, Al Batinah•","OMR 11,000",611 SQM,N/A,N/A
Smart Offices for sale in Muscat,"Ghala, Muscat•","OMR 136,000Negotiable",210 SQM,N/A,N/A
للبيع ارض كورنر في الهبوبية,"Qurayyat, Muscat•","OMR 15,000",760 SQM,N/A,N/A
شقه للبيع في يتي قيد الإنشاء +تملك حر+إقامة مدى الحياه,"Yiti, Muscat•","OMR 79,610Non Freehold",1,1,49.55 SQM
ارض  سكني تجاري للايجار او الاستثمار  اول خط ع الشارع العام,"Al Rustaq, Al Batinah•","OMR 235,000","1,000 SQM",N/A,N/A
ارض سكنية من المالك مباشرة,"Al Rustaq, Al Batinah•","OMR 15,000",617 SQM,N/A,N/A
ارض للبيع في العامرات الثامنه,"Al Amarat, Muscat•","OMR 55,000",700 SQM,N/A,N/A
مزرعة فاخرة للبيع في صحار – فيلا قيد الإنشاء ومرافق مميزة!,"Sohar, Al Batinah•","OMR 320,000Non Freehold",6,6,575 SQM
ارض سكني تجاري فالعراقي فرصة لاتتعوض مكان مزدحم بالناس,"Al Rustaq, Al Batinah•","OMR 90,000",243 SQM,N/A,N/A
